"sid","sinstrument","ssymbol","sexpiry_dt","tdopen","tdhigh","tdlow","tdclose","tdtimestamp","twopen","twhigh","twlow","twclose","twtimestamp","tmopen","tmhigh","tmlow","tmclose","tmtimestamp","tyopen","tyhigh","tylow","tyclose","tytimestamp","dopen","dhigh","dlow","dclose","dtimestamp","wopen","whigh","wlow","wclose","wtimestamp","mopen","mhigh","mlow","mclose","mtimestamp","yopen","yhigh","ylow","yclose","ytimestamp","slastupdatedate"
64,"FUTSTK","EXIDEIND","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"155.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"158.00","159.00","153.95","154.30","14-OCT-2022","156.95","159.00","152.85","154.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
65,"FUTSTK","FEDERALBNK","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"113.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"127.30","132.50","125.15","130.55","14-OCT-2022","121.20","132.50","120.55","130.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
66,"FUTSTK","FSL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"102.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"105.15","107.25","103.70","103.95","14-OCT-2022","103.90","107.25","101.00","103.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
67,"FUTSTK","GAIL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"86.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"86.60","86.65","85.25","85.40","14-OCT-2022","86.05","89.50","85.10","85.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
68,"FUTSTK","GLENMARK","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"389.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"393.00","399.00","389.90","391.65","14-OCT-2022","393.15","400.35","377.10","391.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
69,"FUTSTK","GMRINFRA","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"35.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"35.30","35.45","34.60","34.75","14-OCT-2022","35.05","35.85","34.35","34.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
70,"FUTSTK","GNFC","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"627.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"669.75","709.90","664.60","700.65","14-OCT-2022","659.95","709.90","639.70","700.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
71,"FUTSTK","GODREJCP","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"912.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"853.00","857.00","834.25","836.20","14-OCT-2022","824.95","857.00","810.75","836.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
72,"FUTSTK","GODREJPROP","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1165.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1210.00","1210.00","1174.80","1179.35","14-OCT-2022","1217.60","1231.15","1172.05","1179.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
73,"FUTSTK","GRANULES","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"326.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"349.05","351.50","342.50","344.20","14-OCT-2022","345.55","352.25","340.20","344.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
74,"FUTSTK","GRASIM","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1665.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1703.10","1718.15","1691.95","1698.40","14-OCT-2022","1683.85","1718.15","1633.50","1698.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
75,"FUTSTK","GSPL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"230.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"222.95","224.65","220.35","223.40","14-OCT-2022","223.45","224.65","215.85","223.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
76,"FUTSTK","GUJGASLTD","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"502.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"471.55","480.70","461.15","472.35","14-OCT-2022","475.35","492.00","460.20","472.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
77,"FUTSTK","HAL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2320.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2394.00","2413.80","2339.90","2345.40","14-OCT-2022","2456.50","2461.00","2339.90","2345.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
78,"FUTSTK","HAVELLS","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1333.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1248.95","1268.80","1239.90","1257.35","14-OCT-2022","1330.05","1348.75","1223.65","1257.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
79,"FUTSTK","HCLTECH","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"916.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"989.70","1016.35","987.50","993.90","14-OCT-2022","943.15","1016.35","929.95","993.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
80,"FUTSTK","HDFC","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2247.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2315.90","2366.85","2313.70","2351.00","14-OCT-2022","2293.15","2366.85","2267.20","2351.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
81,"FUTSTK","HDFCAMC","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1867.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1925.20","1936.20","1889.00","1893.95","14-OCT-2022","1891.95","1936.20","1875.95","1893.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
82,"FUTSTK","HDFCBANK","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1387.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1408.00","1451.00","1408.00","1444.10","14-OCT-2022","1415.05","1451.00","1388.75","1444.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
83,"FUTSTK","HDFCLIFE","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"529.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"526.00","533.35","523.50","524.60","14-OCT-2022","526.55","535.45","518.30","524.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
84,"FUTSTK","HEROMOTOCO","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2550.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2580.00","2585.00","2530.65","2535.15","14-OCT-2022","2592.70","2592.70","2513.30","2535.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
85,"FUTSTK","HINDALCO","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"373.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"408.90","411.80","397.30","398.40","14-OCT-2022","404.00","417.85","391.30","398.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
86,"FUTSTK","HINDCOPPER","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"103.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"111.15","111.40","108.00","108.50","14-OCT-2022","110.45","112.10","107.00","108.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
87,"FUTSTK","HINDPETRO","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"217.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"210.00","211.45","205.25","205.70","14-OCT-2022","215.65","217.35","205.25","205.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
88,"FUTSTK","HINDUNILVR","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2705.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2580.00","2626.85","2578.15","2582.20","14-OCT-2022","2576.05","2626.85","2547.20","2582.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
89,"FUTSTK","HONAUT","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39185.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"38845.00","38986.05","38225.30","38323.40","14-OCT-2022","39486.90","39583.95","37887.30","38323.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
90,"FUTSTK","IBULHSGFIN","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"115.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"131.95","132.90","124.10","124.75","14-OCT-2022","132.55","134.30","122.55","124.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
91,"FUTSTK","ICICIBANK","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"848.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"880.50","882.00","869.25","871.15","14-OCT-2022","873.10","891.65","851.30","871.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
92,"FUTSTK","ICICIGI","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1166.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1144.25","1145.05","1123.95","1125.90","14-OCT-2022","1137.85","1152.45","1117.55","1125.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
93,"FUTSTK","ICICIPRULI","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"530.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"509.50","521.40","504.05","515.55","14-OCT-2022","519.80","521.70","501.30","515.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
94,"FUTSTK","IDEA","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"8.75","8.75","8.45","8.55","14-OCT-2022","9.05","9.05","8.45","8.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
95,"FUTSTK","IDFC","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"76.15","77.65","75.30","76.50","14-OCT-2022","69.05","77.65","69.00","76.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
96,"FUTSTK","IDFCFIRSTB","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"48.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"55.70","56.15","54.30","54.50","14-OCT-2022","51.70","56.15","51.65","54.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
97,"FUTSTK","IEX","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"140.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"142.05","142.80","139.80","140.10","14-OCT-2022","144.90","145.00","139.25","140.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
98,"FUTSTK","IGL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"421.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"374.75","388.00","373.75","385.25","14-OCT-2022","385.15","388.00","365.00","385.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
99,"FUTSTK","INDHOTEL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"328.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"323.30","323.75","309.95","311.20","14-OCT-2022","339.10","345.40","309.95","311.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
100,"FUTSTK","INDIACEM","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"246.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"242.30","242.75","228.10","229.90","14-OCT-2022","271.00","283.65","228.10","229.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
101,"FUTSTK","INDIAMART","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4420.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4380.80","4429.95","4279.10","4291.25","14-OCT-2022","4418.95","4498.00","4176.60","4291.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
102,"FUTSTK","INDIGO","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1834.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1761.95","1774.45","1744.50","1752.10","14-OCT-2022","1772.85","1798.35","1723.15","1752.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
103,"FUTSTK","INDUSINDBK","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1149.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1203.05","1219.00","1183.10","1185.10","14-OCT-2022","1197.25","1219.40","1158.25","1185.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
104,"FUTSTK","INDUSTOWER","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"186.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"191.85","194.10","188.50","189.05","14-OCT-2022","199.70","200.40","187.40","189.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
105,"FUTSTK","INFY","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1387.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1460.50","1483.25","1452.55","1463.05","14-OCT-2022","1423.00","1483.25","1391.55","1463.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
106,"FUTSTK","INTELLECT","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"513.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"533.60","546.75","525.95","528.90","14-OCT-2022","512.15","546.75","500.00","528.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
107,"FUTSTK","IOC","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"65.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"67.60","67.85","66.45","66.60","14-OCT-2022","67.05","68.10","66.05","66.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
108,"FUTSTK","IPCALAB","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"912.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"902.20","902.25","889.70","891.80","14-OCT-2022","918.35","920.35","884.85","891.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
109,"FUTSTK","IRCTC","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"679.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"722.25","731.45","715.25","717.40","14-OCT-2022","724.40","745.00","699.30","717.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
110,"FUTSTK","ITC","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"334.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"333.30","334.70","331.85","333.20","14-OCT-2022","332.70","334.70","325.50","333.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
111,"FUTSTK","JINDALSTEL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"419.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"442.40","444.85","435.60","436.40","14-OCT-2022","438.30","451.40","425.00","436.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
112,"FUTSTK","JKCEMENT","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2561.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2530.50","2548.20","2438.00","2476.60","14-OCT-2022","2557.75","2585.50","2438.00","2476.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
113,"FUTSTK","JSWSTEEL","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"622.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"657.60","661.35","640.75","642.30","14-OCT-2022","659.00","668.55","639.35","642.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
114,"FUTSTK","JUBLFOOD","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"607.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"615.70","618.00","596.55","598.55","14-OCT-2022","609.35","618.00","593.55","598.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
115,"FUTSTK","KOTAKBANK","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1776.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1826.05","1862.00","1826.00","1840.10","14-OCT-2022","1809.15","1862.00","1787.20","1840.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
116,"FUTSTK","L&TFH","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"73.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"77.80","78.35","76.40","76.55","14-OCT-2022","77.00","78.65","74.80","76.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
117,"FUTSTK","LALPATHLAB","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2521.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2377.25","2404.50","2365.00","2369.50","14-OCT-2022","2403.55","2412.95","2249.75","2369.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
118,"FUTSTK","LAURUSLABS","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"510.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"511.95","525.00","509.05","517.20","14-OCT-2022","520.15","527.90","491.30","517.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
119,"FUTSTK","LICHSGFIN","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"395.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"409.75","415.40","404.75","407.70","14-OCT-2022","422.15","422.15","401.50","407.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
120,"FUTSTK","LT","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1823.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1905.00","1943.25","1905.00","1918.30","14-OCT-2022","1915.00","1943.25","1864.50","1918.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
121,"FUTSTK","LTI","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4388.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4731.00","4836.00","4646.10","4687.30","14-OCT-2022","4555.60","4836.00","4522.15","4687.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
122,"FUTSTK","LTTS","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3448.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"3584.90","3693.00","3584.90","3605.55","14-OCT-2022","3531.20","3693.00","3473.95","3605.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
123,"FUTSTK","LUPIN","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"659.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"694.05","698.70","681.75","690.75","14-OCT-2022","716.00","720.75","673.75","690.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
124,"FUTSTK","M&M","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1265.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1267.75","1276.05","1232.15","1234.30","14-OCT-2022","1232.95","1276.05","1220.35","1234.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
125,"FUTSTK","M&MFIN","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"182.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"208.95","209.95","206.50","207.20","14-OCT-2022","198.45","209.95","197.70","207.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
126,"FUTSTK","MANAPPURAM","27-Oct-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"94.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"103.35","103.80","101.20","101.55","14-OCT-2022","101.25","104.95","99.05","101.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
