"sid","sinstrument","ssymbol","sexpiry_dt","tdopen","tdhigh","tdlow","tdclose","tdtimestamp","twopen","twhigh","twlow","twclose","twtimestamp","tmopen","tmhigh","tmlow","tmclose","tmtimestamp","tyopen","tyhigh","tylow","tyclose","tytimestamp","dopen","dhigh","dlow","dclose","dtimestamp","wopen","whigh","wlow","wclose","wtimestamp","mopen","mhigh","mlow","mclose","mtimestamp","yopen","yhigh","ylow","yclose","ytimestamp","slastupdatedate"
1750,"EQ","SUNDARMFIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2247.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2222.90","2254.25","2215.15","2243.30","14-OCT-2022","2175.00","2254.25","2125.95","2243.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1751,"EQ","SUNDARMHLD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"99.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"95.65","97.05","91.85","92.25","14-OCT-2022","99.45","99.65","91.00","92.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1752,"EQ","SUNDRMBRAK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"341.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"345.65","347.00","339.05","342.20","14-OCT-2022","349.85","354.90","338.00","342.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1753,"EQ","SUNDRMFAST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"896.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"922.25","929.80","910.05","921.45","14-OCT-2022","924.75","945.00","907.00","921.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1754,"EQ","SUNFLAG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"79.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"83.60","83.60","82.25","82.60","14-OCT-2022","85.00","85.20","80.15","82.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1755,"EQ","SUNPHARMA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"930.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"976.00","979.90","964.00","976.30","14-OCT-2022","945.95","979.90","935.25","976.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1756,"EQ","SUNTECK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"415.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"399.80","402.60","393.50","397.15","14-OCT-2022","408.95","413.70","384.25","397.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1757,"EQ","SUNTV",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"500.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"544.90","547.90","534.35","535.95","14-OCT-2022","532.15","551.00","519.30","535.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1758,"EQ","SUPERHOUSE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"224.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"249.50","257.10","242.20","243.85","14-OCT-2022","236.00","257.10","228.55","243.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1759,"EQ","SUPERSPIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"10.55","10.70","10.10","10.20","14-OCT-2022","11.10","11.20","10.10","10.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1760,"EQ","SUPRAJIT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"330.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"327.00","329.85","322.45","324.60","14-OCT-2022","327.00","334.20","320.10","324.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1761,"EQ","SUPREMEENG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1.85","1.85","1.75","1.75","14-OCT-2022","1.80","1.85","1.70","1.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1762,"EQ","SUPREMEIND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2117.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1991.00","2003.25","1930.10","1939.55","14-OCT-2022","2000.00","2035.00","1930.10","1939.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1763,"EQ","SUPRIYA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"298.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"297.00","297.00","288.60","289.75","14-OCT-2022","296.70","300.45","282.20","289.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1764,"EQ","SURANASOL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"24.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"23.60","24.00","22.90","23.15","14-OCT-2022","24.20","24.45","22.90","23.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1765,"EQ","SURANAT&P",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"11.30","12.40","11.10","11.30","14-OCT-2022","11.80","12.40","11.05","11.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1766,"EQ","SURYALAXMI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"65.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"63.30","63.30","59.65","60.20","14-OCT-2022","67.70","67.70","59.65","60.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1767,"EQ","SURYAROSNI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"452.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"467.50","477.00","463.55","470.75","14-OCT-2022","467.80","489.00","455.00","470.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1768,"EQ","SURYODAY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"96.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"98.00","98.10","92.70","95.10","14-OCT-2022","96.35","101.35","92.70","95.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1769,"EQ","SUTLEJTEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"66.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"66.60","67.50","66.10","66.45","14-OCT-2022","68.45","69.40","65.10","66.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1770,"EQ","SUULD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"44.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"43.50","44.35","41.80","42.80","14-OCT-2022","45.00","46.00","41.80","42.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1771,"EQ","SUVEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"70.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"73.50","74.50","71.20","72.00","14-OCT-2022","73.00","74.50","70.15","72.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1772,"EQ","SUVENPHAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"460.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"410.00","410.05","404.80","406.40","14-OCT-2022","421.00","426.00","404.80","406.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1773,"EQ","SUVIDHAA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"5.80","5.80","5.65","5.70","14-OCT-2022","5.95","5.95","5.65","5.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1774,"EQ","SUZLON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"7.00","7.00","6.65","6.70","14-OCT-2022","7.60","7.95","6.60","6.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1775,"EQ","SVPGLOB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"30.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"28.65","29.45","28.25","28.55","14-OCT-2022","30.55","30.55","27.35","28.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1776,"EQ","SWANENERGY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"224.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"214.80","216.90","209.50","211.15","14-OCT-2022","225.70","227.75","209.50","211.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1777,"EQ","SWARAJENG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1572.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1640.00","1658.00","1625.00","1626.40","14-OCT-2022","1614.30","1725.00","1606.00","1626.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1778,"EQ","SWELECTES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"316.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"329.45","329.50","321.10","321.55","14-OCT-2022","347.00","348.90","315.60","321.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1779,"EQ","SWSOLAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"309.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"297.90","302.75","293.00","295.80","14-OCT-2022","307.25","311.75","290.70","295.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1780,"EQ","SYMPHONY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"869.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"844.00","875.00","842.05","847.50","14-OCT-2022","882.00","882.35","840.70","847.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1781,"EQ","SYNGENE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"556.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"553.55","556.80","548.50","550.80","14-OCT-2022","560.05","569.05","544.00","550.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1782,"EQ","SYRMA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"278.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"291.15","296.95","285.50","287.60","14-OCT-2022","297.00","302.60","283.05","287.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1783,"EQ","TAINWALCHM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"89.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"91.60","91.60","87.40","88.05","14-OCT-2022","94.30","94.30","87.40","88.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1784,"EQ","TAJGVK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"187.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"193.00","195.45","187.20","188.90","14-OCT-2022","204.90","208.75","187.20","188.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1785,"EQ","TAKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"23.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"24.65","24.75","23.70","23.85","14-OCT-2022","25.10","25.40","23.70","23.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1786,"EQ","TALBROAUTO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"440.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"485.00","492.00","482.35","484.00","14-OCT-2022","493.45","505.10","464.45","484.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1787,"EQ","TANLA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"772.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"829.00","837.85","814.50","820.80","14-OCT-2022","796.00","872.30","775.00","820.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1788,"EQ","TARAPUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4.75","4.80","4.30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1789,"EQ","TARC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"42.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"43.75","45.70","42.60","45.05","14-OCT-2022","43.00","45.70","41.80","45.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1790,"EQ","TARMAT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"53.05","53.50","51.50","51.65","14-OCT-2022","55.30","55.30","51.40","51.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1791,"EQ","TARSONS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"810.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"801.00","847.95","798.00","802.35","14-OCT-2022","785.00","847.95","777.05","802.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1792,"EQ","TASTYBITE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11887.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"11999.55","12178.15","11930.20","11995.95","14-OCT-2022","12545.00","12710.00","11755.00","11995.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1793,"EQ","TATACHEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1093.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1175.00","1177.30","1140.75","1143.70","14-OCT-2022","1169.85","1214.90","1138.30","1143.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1794,"EQ","TATACOFFEE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"222.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"216.00","218.40","213.50","213.90","14-OCT-2022","220.90","220.95","210.60","213.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1795,"EQ","TATACOMM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1121.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1177.00","1192.80","1159.05","1163.70","14-OCT-2022","1209.35","1235.75","1137.10","1163.70","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1796,"EQ","TATACONSUM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"792.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"768.95","768.95","760.00","761.25","14-OCT-2022","769.25","775.05","738.80","761.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1797,"EQ","TATAELXSI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8428.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"8500.30","8565.00","8415.00","8465.55","14-OCT-2022","8450.00","8685.00","8293.60","8465.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1798,"EQ","TATAINVEST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2238.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2339.00","2450.00","2333.55","2393.20","14-OCT-2022","2434.00","2469.00","2266.20","2393.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1799,"EQ","TATAMETALI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"714.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"730.80","748.95","720.00","722.95","14-OCT-2022","749.00","761.50","718.65","722.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1800,"EQ","TATAMOTORS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"402.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"407.00","409.20","395.30","396.25","14-OCT-2022","403.40","409.20","391.10","396.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1801,"EQ","TATAMTRDVR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"194.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"196.90","198.45","190.60","191.40","14-OCT-2022","196.70","198.45","189.50","191.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1802,"EQ","TATAPOWER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"212.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"220.00","220.60","215.50","215.90","14-OCT-2022","220.00","222.25","213.50","215.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1803,"EQ","TATASTEEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"96.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"101.85","102.80","99.90","100.10","14-OCT-2022","102.00","103.65","98.80","100.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1804,"EQ","TATASTLLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"600.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"615.60","628.00","614.50","617.55","14-OCT-2022","629.00","634.30","604.65","617.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1805,"EQ","TATVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2503.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2530.00","2530.00","2457.35","2489.60","14-OCT-2022","2482.00","2530.00","2424.80","2489.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1806,"EQ","TBZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"78.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"80.45","82.40","79.60","80.00","14-OCT-2022","82.10","83.80","78.25","80.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1807,"EQ","TCI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"784.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"797.00","805.00","781.05","787.75","14-OCT-2022","794.00","805.00","745.10","787.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1808,"EQ","TCIDEVELOP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"386.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"386.35","391.45","386.00","386.35","14-OCT-2022","382.10","391.95","382.00","386.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1809,"EQ","TCIEXP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1837.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1886.25","1929.05","1865.20","1890.35","14-OCT-2022","1869.10","1934.75","1860.00","1890.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1810,"EQ","TCNSBRANDS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"574.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"644.50","673.00","630.55","655.85","14-OCT-2022","631.95","673.00","619.10","655.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1811,"EQ","TCPLPACK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1069.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1254.00","1264.50","1214.05","1230.15","14-OCT-2022","1200.00","1271.95","1175.50","1230.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1812,"EQ","TCS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2997.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"3145.00","3150.00","3071.00","3099.15","14-OCT-2022","3010.00","3150.00","3005.00","3099.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1813,"EQ","TDPOWERSYS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"599.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"625.00","632.00","616.30","620.50","14-OCT-2022","625.15","642.20","597.00","620.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1814,"EQ","TEAMLEASE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3077.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"3027.10","3060.00","2970.00","2979.50","14-OCT-2022","3082.70","3140.00","2970.00","2979.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
1815,"EQ","TECH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"27.12","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"28.14","28.65","28.12","28.24","14-OCT-2022","28.28","28.77","27.50","28.24","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
